risk_probability,risk_class,osmid,shap_Lighting_high,shap_Visibility_high,shap_Connectivity_high,shap_Enclosure_high,shap_Land Use_high,shap_Transit Proximity_high,shap_Lighting_low,shap_Visibility_low,shap_Connectivity_low,shap_Enclosure_low,shap_Land Use_low,shap_Transit Proximity_low,shap_Lighting_medium,shap_Visibility_medium,shap_Connectivity_medium,shap_Enclosure_medium,shap_Land Use_medium,shap_Transit Proximity_medium
1.0,high,18618230,0.0076367807807976446,0.09061093581507013,0.11584576172128955,0.1480210192170551,0.02167491633276735,-0.02455934944674699,-0.007646314009135825,-0.054453068207669465,-0.05971763520402818,-0.07513238183061745,-0.020094187665987785,0.002251463616006041,9.533228338198113e-06,-0.0361578676074006,-0.05612812651726132,-0.07288863738643761,-0.001580728666779553,0.022307885830740917
1.0,high,62173510,0.008934114687457001,0.1114123287639952,0.050075189607000574,0.2818192243980857,-0.0207018434767028,-0.072308959450088,-0.010100398062429718,-0.07545462423283117,-0.023162902791099792,-0.12345413351650569,0.003645305660019458,0.013734629641414288,0.0011662833749725258,-0.03595770453116398,-0.026912286815900664,-0.1583650908815801,0.01705653781668325,0.05857432980867355
1.0,high,18618300,0.006029960372350984,0.08933827598879515,0.04027592087406876,0.1415773268953924,0.009558846211341794,0.07244973407828348,-0.0055214704309498805,-0.05389327307162315,-0.02462251732830984,-0.06627255368235031,-0.012907997083572535,-0.05157431170462699,-0.0005084899414011107,-0.0354450029171719,-0.01565340354575894,-0.07530477321304217,0.0033491508722306943,-0.020875422373656534
1.0,high,1028689883,0.005234823082960777,0.097692432069691,0.05793336675741916,0.14870356064091048,0.018129256994344617,0.0315366248749067,-0.004529127835206252,-0.05166866954823932,-0.04153764769292486,-0.06821406517375785,-0.018363356161182596,-0.030479256890121847,-0.0007056952477544794,-0.04602376252145175,-0.016395719064494232,-0.08048949546715259,0.00023409916683800238,-0.0010573679847848691
1.0,high,553234915,0.009119252355345914,0.02170100334006663,0.15184752155476822,0.1992808043339256,-0.05284924831295607,0.030130710133927763,-0.010847438919496355,-0.041778338445561065,-0.07120291532167138,-0.08516073229107964,0.01796364432143909,-0.02376634264506334,0.0017281865641502886,0.0200773351054945,-0.08064460623309679,-0.11412007204284567,0.03488560399151726,-0.006364367488864096
1.0,high,4743368,0.007640173021774194,0.09075254464234617,-0.03604040049402377,0.22507341743597,0.0036821681711674235,0.06812216164299845,-0.007522467716833667,-0.06613130160178587,0.01643470878250194,-0.09958049371631807,-0.010797022872872642,-0.04719554617612436,-0.00011770530494055464,-0.024621243040560428,0.019605691711521763,-0.12549292371965184,0.007114854701705154,-0.02092661546687406
0.9823,high,10851867,0.0077085103688207535,0.12126527837139689,-0.12433764392194666,0.06118830642063166,-0.023633636872629933,0.29933090546904234,-0.009811333139350079,-0.06934997804594512,0.06847276370875935,-0.061426100104641584,0.0018027211671550704,-0.14448019688741043,0.0021028227705292557,-0.051915300325451996,0.05586488021318699,0.00023779368400982624,0.021830915705474744,-0.15485070858163197
0.998,high,10851867,0.008702661056874297,0.13350561382917944,-0.11514276930862877,0.20821215418822053,0.15834732427683207,-0.03638497129562259,-0.009950886530672248,-0.0825083629865866,0.06372112728930479,-0.1321658024368477,-0.05759653455880787,0.0037083359221769295,0.00124822547379793,-0.0509972508425926,0.0514216420193241,-0.0760463517513725,-0.10075078971802402,0.032676635373445784
1.0,high,4743384,0.00838510257251611,0.2641928850695385,-0.2560429092683663,0.15697680550174592,0.03495381989308387,0.15076436027686085,-0.008919829920497904,-0.12716542013859977,0.12301036427540991,-0.09880898120030351,-0.028554234781520544,-0.07435402153592091,0.0005347273479818573,-0.13702746493093887,0.1330325449929562,-0.058167824301442336,-0.00639958511156348,-0.07641033874094
1.0,high,4743390,0.007489427990668887,0.20530388353154028,-0.19578192463539343,0.11147728553851816,0.027628022847086826,0.20311336907087335,-0.008093145310195893,-0.10241425003350732,0.09165900680851743,-0.08136948571532271,-0.023170930476285267,-0.09140331857463893,0.0006037173195267732,-0.10288963349803258,0.10412291782687617,-0.030107799823195388,-0.004457092370801377,-0.11171005049623413
