osmid,lighting,visibility,connectivity,enclosure,dominant_land_use_score,public_transport_proximity_m,dist_to_rail_m,dist_to_bus_m,pedestrian_priority_score,lighting_norm,visibility_norm,connectivity_norm,enclosure_norm,dominant_land_use_score_norm,public_transport_proximity_m_norm,pedestrian_priority_score_norm,risk_class,risk_probability
237667614,0,0.4162,8,0.33163658584264766,0.2316,132.12,132.12,137.88,0.6925,0.0,0.2874404979860857,0.5,0.45991334951099877,0.23152315231523155,0.3868217508496425,0.9162011173184358,medium,0.9988
98002400,0,0.4303,8,0.3271824207698095,0.0787,202.38,214.53,202.38,0.385,0.0,0.30465031124130354,0.5,0.45373622035296995,0.0786078607860786,0.5926696355326379,0.229050279329609,high,1.0
237667614,0,0.4002,8,0.3284637853520374,0.111,163.57,167.43,163.57,0.6925,0.0,0.2679116318808739,0.5,0.45551324351971617,0.1109110911091109,0.4789640220321105,0.9162011173184358,medium,0.9932
1409649743,2,0.7716,7,0.11221706648125161,0.0035,118.06,123.61,118.06,0.385,0.021739130434782608,0.721225436348102,0.4,0.15561777700220655,0.0034003400340034007,0.3456287354974803,0.229050279329609,medium,0.9846
1409652519,0,0.4288,7,0.25969883864400195,0.0035,91.77,103.66,91.77,0.6925,0.0,0.30281948004393994,0.4,0.3601485791181238,0.0034003400340034007,0.26860424235321684,0.9162011173184358,medium,0.9907
"[170079040, 536376961]",4,0.7551,8,0.12338693196165633,0.0771,99.36,99.36,167.8,0.6075,0.043478260869565216,0.7010862931771024,0.5,0.17110837975759635,0.077007700770077,0.2908414391187155,0.7262569832402236,low,0.9904
536376965,0,0.9798,9,0.11221706648125161,0.0035,102.87,105.95,102.87,0.385,0.0,0.9753448065421702,0.6,0.15561777700220655,0.0034003400340034007,0.30112504394702916,0.229050279329609,low,0.5348
"[1409649742, 238866887]",0,0.3988,8,0.23890177589144382,0.057,101.84,107.54,101.84,0.385,0.0,0.2662028560966679,0.5,0.33130677810055964,0.05690569056905691,0.298107347943279,0.229050279329609,medium,0.8461
238866891,0,0.4128,8,0.19874839978462727,0.057,23.52,23.52,24.07,0.5325,0.0,0.2832906139387282,0.5,0.27562123742420774,0.05690569056905691,0.06864525958045235,0.5586592178770949,medium,0.9969
4746923,0,0.4571,8,0.28370660445989865,0.1577,149.17,152.84,149.17,0.6075,0.0,0.33736116196753324,0.5,0.39344305020650866,0.15761576157615764,0.4367748740185162,0.7262569832402236,medium,0.9952
31029328,0,0.3832,8,0.3887549805361988,0.0272,34.23,34.7,34.23,0.385,0.0,0.2471622116440864,0.5,0.5391263323150949,0.027102710271027102,0.10002343841556308,0.229050279329609,medium,0.8881
490175814,0,0.3957,8,0.20289499209139325,0.0305,3.86,3.86,9.67,0.6125,0.0,0.2624191382887831,0.5,0.2813718182459152,0.030403040304030404,0.011045353334114612,0.7374301675977655,medium,0.7693
"[1409649739, 1409649741]",6,0.4225,8,0.1869130275177293,0.1884,123.35,130.46,123.35,0.385,0.06521739130434782,0.2951299890150128,0.5,0.2592076959567387,0.18831883188318835,0.3611273877885854,0.229050279329609,medium,0.9617
