risk_probability,risk_class,osmid,shap_Lighting_high,shap_Visibility_high,shap_Connectivity_high,shap_Enclosure_high,shap_Land Use_high,shap_Transit Proximity_high,shap_Pedestrian Priority_high,shap_Lighting_low,shap_Visibility_low,shap_Connectivity_low,shap_Enclosure_low,shap_Land Use_low,shap_Transit Proximity_low,shap_Pedestrian Priority_low,shap_Lighting_medium,shap_Visibility_medium,shap_Connectivity_medium,shap_Enclosure_medium,shap_Land Use_medium,shap_Transit Proximity_medium,shap_Pedestrian Priority_medium
0.9647,high,4744939,0.03241904799032555,0.37041575050246234,-0.009449978912918926,0.057234699651572796,0.046559908806221836,0.148777025120244,0.0,-0.01923900293568217,-0.10299471278978874,0.0031725607484668003,-0.031346394193154985,0.01707922192446475,-0.07346411767305559,0.0,-0.013180045054643721,-0.267421037712674,0.006277418164451886,-0.025888305458418005,-0.06363913073068683,-0.07531290744718856,0.0
0.9526,medium,493086069,0.003710900166631774,-0.07178804650268229,-0.005923286886226455,-0.05312425220881485,-0.03167601049837465,-0.15994585400501246,0.0,-0.046070061847607674,-0.21314604637518592,0.0003173091756842111,-0.059151625584531624,0.09718739755894822,0.06146033464066192,0.0,0.04235916168097589,0.28493409287786814,0.0056059777105420885,0.11227587779334619,-0.06551138706057352,0.09848551936435049,0.0
0.7956,medium,868722651,0.012407512289256253,0.05208721760541278,0.01690958264011932,0.11571049387735789,0.009850889594778266,-0.32128384433600093,0.0,-0.024766241645263448,-0.11206074464359064,-0.008072959442058053,-0.08489218025741174,0.002275589985025063,0.020724091084603956,0.0,0.012358729356006973,0.05997352703817805,-0.008836623198061205,-0.030818313619945914,-0.012126479579803132,0.3005597532513972,0.0
0.9992,low,"[1442629979, 1112040477, 1112040478, 1112040487]",0.002024087940692136,-0.12469047927143673,-0.004271508244917711,-0.09329164262910877,0.03429795138391019,-0.13281495918813913,0.0,-0.022471754853192964,0.2445698260854135,0.027836415424297323,0.27962669891076886,-0.045865699952962,0.3086713972581296,0.0,0.020447666912500703,-0.11987934681397666,-0.023564907179379375,-0.18633505628165975,0.0115677485690521,-0.17585643806999032,0.0
1.0,high,4745980,0.018341131978749196,0.301042305860025,0.017035238369201684,0.12311384855105846,0.04221583991474498,0.17950505949608386,0.0,-0.014820185627670374,-0.06921409476203289,-0.00436496523119112,-0.05220764156500778,-0.001588371458222485,-0.06459718627462523,0.0,-0.003520946351078677,-0.23182821109799218,-0.01267027313801082,-0.07090620698605071,-0.04062746845652257,-0.11490787322145857,0.0
1.0,high,868722651,0.018693251299806674,0.28607962299302203,0.017576162513745556,0.1508139043780176,0.02864085154272439,0.17944964149726572,0.0,-0.014027418467128919,-0.0680686564663042,-0.004499199738102406,-0.05849824184040424,0.003214375270729361,-0.06491330367753949,0.0,-0.004665832832677699,-0.21801096652671736,-0.01307696277564301,-0.09231566253761311,-0.03185522681345351,-0.11453633781972591,0.0
1.0,medium,4744944,0.004279952865652845,-0.027632734456936276,-0.006600104866652526,0.014327417467375873,0.04787981642628668,-0.35098201979218296,0.0,-0.028932610984646792,-0.1824943780960472,0.0082138144937357,-0.07324489832302808,-0.027474784429137943,0.09714046067871152,0.0,0.024652658118994114,0.2101271125529837,-0.0016137096270832443,0.05891748085565227,-0.02040503199714832,0.2538415591134717,0.0
0.9988,medium,"[1408598865, 237960947]",0.005072763747934764,0.09469095342818598,0.010088607171772498,0.07886585577401564,-0.10300231303243718,-0.40325777526325224,0.0,-0.024604416797192698,-0.2144646782255777,-0.008155363450395619,-0.09588874920191938,0.05300551439739197,0.08331524853889204,0.0,0.019531653049258135,0.11977372479739204,-0.0019332437213769888,0.017022893427903606,0.04999679863504517,0.3199425267243603,0.0
0.8798,medium,237960949,0.017850410370399812,0.064809653985116,0.01563813116524738,-0.17661113836138012,-0.19859130092111202,0.07839725398377613,0.0,-0.02056243828915135,-0.10664313356279234,-0.007848780003684868,-0.013333244877387374,0.04157921438689605,-0.0999840625726279,0.0,0.0027120279187512614,0.041833479577675935,-0.007789351161562839,0.18994438323876706,0.1570120865342157,0.021586808588851487,0.0
0.9997,high,4744966,0.023575356999681947,0.3308567529767706,0.023269631514696982,0.08376893897110813,0.003676954182142207,0.2157704487211686,0.0,-0.017143203811422196,-0.08525482870769635,-0.006720218692999194,-0.034523883006353936,0.012063839884407592,-0.07521415058468585,0.0,-0.006432153188259751,-0.2456019242690744,-0.016549412821698244,-0.04924505596475443,-0.0157407940665501,-0.1405562981364831,0.0
0.9983,high,"[1408598866, 542781428]",0.025200889295998872,0.33891925438707377,0.025290538259341567,0.18545565917547163,-0.07480072151920113,0.17944100972152757,0.0,-0.01806794514849039,-0.09449837593554608,-0.0063231789856508435,-0.05389210235419465,0.035867923521349585,-0.0698787660162175,0.0,-0.00713294414750873,-0.24442087845152782,-0.018967359273690983,-0.13156355682127716,0.03893279799785132,-0.10956224370531048,0.0
1.0,high,"[1408598867, 237914526]",0.01858682550658876,0.3313999994811602,0.01928414152568184,0.01962895593440787,-0.05603707431427464,0.3483429057625011,0.0,-0.013842135506572567,-0.09579015867704638,-0.005945551304924767,-0.025276909847013453,0.029774204537183012,-0.09571189412037569,0.0,-0.004744690000016108,-0.23560984080411382,-0.013338590220757075,0.005647953912605388,0.02626286977709142,-0.25263101164212554,0.0
0.999,high,"[1409652520, 243716769]",0.025200136668225896,0.36515150700172255,0.02525834104416844,0.04936805260066075,-0.06314458446647855,0.27838122837878587,0.0,-0.015572442621818339,-0.09814468119341127,-0.006851988678521475,-0.027399803196946345,0.03166092427160685,-0.09048445349965938,0.0,-0.009627694046407523,-0.26700682580831164,-0.018406352365647305,-0.021968249403714862,0.031483660194871206,-0.18789677487912712,0.0
1.0,high,"[237914520, 1409649744]",0.018442300223416183,0.34709270355814814,-0.013431383093935188,0.23118907998593527,-0.04866047824732837,0.14662099605064646,0.0,-0.014628794693105296,-0.08293758579480659,0.003409674935422727,-0.07428635895542991,0.028061195772827244,-0.06641057618365803,0.0,-0.0038135055303111787,-0.26415511776334194,0.010021708158512221,-0.15690272103050557,0.020599282474500963,-0.0802104198669889,0.0
1.0,medium,237914527,0.005100610846011787,0.06759288933184578,-0.010375371624846731,-0.006658826687523408,-0.03952080730731417,-0.334883486569249,0.0,-0.023572936365317522,-0.31272114762405695,0.007333936592329667,-0.042541711547784716,0.04750755394288686,0.11720352145299348,0.0,0.018472325519305527,0.24512825829221094,0.0030414350325167726,0.04920053823530795,-0.0079867466355729,0.21767996511625506,0.0
