osmid,lighting,visibility,connectivity,enclosure,dominant_land_use_score,public_transport_proximity_m,dist_to_rail_m,dist_to_bus_m,lighting_norm,visibility_norm,connectivity_norm,enclosure_norm,dominant_land_use_score_norm,public_transport_proximity_m_norm,risk_class,risk_probability
1015241559,0,0.8791,7,8.449959910459257e-05,0.5735,55.65,89.81,55.65,0.0,0.8335398595621644,0.2727272727272727,0.00015644769383614011,0.7119801365611421,0.14819437510401068,low,1.0
33682753,0,0.6156,8,0.1764208418439611,0.5944,31.53,150.07,31.53,0.0,0.47074211758226636,0.36363636363636365,0.3266362697999832,0.7379267535692118,0.08129472457979699,medium,1.0
22989408,0,0.8245,6,0.03985948451412042,0.5,14.61,14.61,19.6,0.0,0.758364312267658,0.18181818181818182,0.0737982723682834,0.6207324643078833,0.03436511898818439,low,0.8961
129170653,0,1.0,6,0.0,,34.21,34.21,47.11,0.0,1.0,0.18181818181818182,0.0,0.6207324643078833,0.0887280190824874,low,1.0
33654865,0,0.5024,7,0.3643167175919827,0.3374,57.5,71.61,57.5,0.0,0.3148836568910918,0.2727272727272727,0.674518114845355,0.41887026691495965,0.15332556720474846,high,1.0
33684612,0,0.7211,6,0.18366048200342777,0.216,22.4,22.4,27.8,0.0,0.6159988985267796,0.18181818181818182,0.340040179630965,0.2681564245810056,0.055971598158318085,high,0.9999
27806693,0,0.7524,15,0.22283795763387326,0.5,73.57,560.02,73.57,0.0,0.6590940382761944,1.0,0.4125757392981546,0.6207324643078833,0.1978975980473734,low,1.0
140435816,0,0.5927,14,0.12460029482532359,0.5,109.48,489.67,109.48,0.0,0.43921244664739095,0.9090909090909091,0.23069255929363983,0.6207324643078833,0.2974981971487214,low,1.0
140435816,0,0.8326,12,0.06529843504365501,0.5,40.81,543.83,40.81,0.0,0.7695167286245354,0.7272727272727273,0.12089749160873346,0.6207324643078833,0.10703389360403841,low,1.0
151214187,0,0.9784,10,0.0,0.5,68.96,615.74,68.96,0.0,0.9702602230483274,0.5454545454545454,0.0,0.6207324643078833,0.18511122205580519,low,1.0
151214188,0,0.9666,10,0.0,0.5,11.33,627.06,11.33,0.0,0.9540134930469505,0.5454545454545454,0.0,0.6207324643078833,0.02526765407444389,low,1.0
27805266,0,0.7713,11,0.04743234521697137,0.477,108.21,593.34,108.21,0.0,0.6851163431089082,0.6363636363636364,0.087819126967095,0.5921787709497206,0.29397570311199867,low,1.0
